ticket_id,subject,body,predicted_category,predicted_subcategory,confidence_score,sentiment,escalate_to_human,escalation_reason,suggested_reply,ground_truth_category,extracted_entities,classification_reasoning,used_llm_classifier,ground_truth_escalate
TCK-1158,App crashes immediately on launch,The app freezes completely and screen turns black whenever I open my downloaded shows tab. Needs urgent bug fix.,Technical & Playback Bugs,App Crash,0.95,Negative,False,,"Hello,

Thank you for reporting this playback issue to PocketToons Engineering.

We recommend attempting the following troubleshooting steps:
1. Ensure your app is updated to the latest version in App Store / Play Store.
2. Go to Settings > Storage & Cache > Clear Cache.
3. Toggle Airplane Mode ON for 5 seconds and back OFF.

Our tech team has logged your device details for further diagnostics.

Best regards,
PocketToons Tech Support",Technical & Playback Bugs,,,,
TCK-1078,Coins not added after successful payment,Payment was successful on Google Play but the app threw an error 'Transaction Pending' and my coins are missing. Please help credit them.,Content Access & Coins,Coins Not Credited,0.78,Negative,False,,"Hello,

Thank you for bringing this to our attention! We apologize for the delay in crediting your purchased coins.

To immediately sync your coin wallet, please try the following steps:
1. Force-close the PocketToons app and re-open it.
2. Go to Profile > Account Settings and tap 'Sync Wallet Balance'.

Our system has also triggered a manual sync for your recent order. Your coin balance should reflect within 5-10 minutes. If your balance does not update, please send us your Store Receipt Number and we will manually credit your account.

Best regards,
PocketToons Content Team",Content Access & Coins,,,,
TCK-1161,PocketToons keeps stopping on Samsung Galaxy S23 (Android 14),"Ever since updating to v3.12.0, the PocketToons app crashes immediately to the home screen upon launch. I cleared cache and reinstalled but issue persists on Samsung Galaxy S23 (Android 14).",Technical & Playback Bugs,App Crash,0.78,Severe/Frustrated,True,Legal/Regulatory escalation trigger ('sue'),"[HUMAN AGENT DRAFT ONLY - DO NOT AUTO-SEND]
Reason for Escalation: Legal/Regulatory escalation trigger ('sue')

Hello,
Thank you for reaching out to PocketToons Support. Your request has been escalated to a senior support specialist for priority review. A team member will inspect your account details and follow up with you within 2-4 hours.

Best regards,
PocketToons Tier 2 Escalations Team",Technical & Playback Bugs,,,,
TCK-1033,Fraudulent charge from PocketToons,I am contacting my bank and attorney if this $50 unauthorized renewal is not refunded immediately. Order ID ORD-378361.,Billing & Refunds,Unauthorized Charge,0.95,Severe/Frustrated,True,Legal/Regulatory escalation trigger ('attorney') | Category escalation trigger ('attorney') | Category escalation trigger ('fraud') | Severe frustration on high-priority category,"[HUMAN AGENT DRAFT ONLY - DO NOT AUTO-SEND]
Reason for Escalation: Legal/Regulatory escalation trigger ('attorney') | Category escalation trigger ('attorney') | Category escalation trigger ('fraud') | Severe frustration on high-priority category

Hello,
Thank you for reaching out to PocketToons Support. Your request has been escalated to a senior support specialist for priority review. A team member will inspect your account details and follow up with you within 2-4 hours.

Best regards,
PocketToons Tier 2 Escalations Team",Billing & Refunds,,,,
TCK-1071,Coins not added after successful payment,"I purchased the $14.99 coin pack 30 minutes ago via Apple Pay. Money was deducted from my account (Order #ORD-406327), but my in-app coin wallet still shows 0. Please credit my coins!",Content Access & Coins,Coins Not Credited,0.87,Neutral,False,,"Hello,

Thank you for bringing this to our attention! We apologize for the delay in crediting your purchased coins.

To immediately sync your coin wallet, please try the following steps:
1. Force-close the PocketToons app and re-open it.
2. Go to Profile > Account Settings and tap 'Sync Wallet Balance'.

Our system has also triggered a manual sync for your recent order. Your coin balance should reflect within 5-10 minutes. If your balance does not update, please send us your Store Receipt Number and we will manually credit your account.

Best regards,
PocketToons Content Team",Content Access & Coins,,,,
TCK-1142,Crash when opening 'My Library' tab,The app freezes completely and screen turns black whenever I open my downloaded shows tab. Needs urgent bug fix.,Technical & Playback Bugs,App Crash,0.95,Negative,False,,"Hello,

Thank you for reporting this playback issue to PocketToons Engineering.

We recommend attempting the following troubleshooting steps:
1. Ensure your app is updated to the latest version in App Store / Play Store.
2. Go to Settings > Storage & Cache > Clear Cache.
3. Toggle Airplane Mode ON for 5 seconds and back OFF.

Our tech team has logged your device details for further diagnostics.

Best regards,
PocketToons Tech Support",Technical & Playback Bugs,,,,
TCK-1163,Buffering error on episode playback,Audio cuts out when my phone screen turns off. Background playback is broken on app version v3.12.0.,Technical & Playback Bugs,Audio Stutter / Buffering,0.85,Negative,False,,"Hello,

Thank you for reporting this playback issue to PocketToons Engineering.

We recommend attempting the following troubleshooting steps:
1. Ensure your app is updated to the latest version in App Store / Play Store.
2. Go to Settings > Storage & Cache > Clear Cache.
3. Toggle Airplane Mode ON for 5 seconds and back OFF.

Our tech team has logged your device details for further diagnostics.

Best regards,
PocketToons Tech Support",Technical & Playback Bugs,,,,
TCK-1051,Cannot cancel monthly subscription,"I tried cancelling my $9.99 monthly pass in settings last week, but I was still billed today. Please verify my cancellation and refund this month's charge.",Billing & Refunds,Subscription Cancellation Issue,0.95,Negative,False,,"Hello,

Thanks for reaching out to PocketToons. We're sorry to see you go!

We have verified your account and stopped any future recurring auto-renewals for your subscription. You will continue to have full access to your VIP privileges until the end of your current billing cycle.

You can also manage your subscriptions directly via your device settings:
• iOS: Settings > Apple ID > Subscriptions > PocketToons
• Android: Play Store > Profile > Payments & subscriptions > Subscriptions

Let us know if you need anything else!

Warm regards,
PocketToons Customer Care",Billing & Refunds,,,,
TCK-1065,How to stop recurring billing?,"I tried cancelling my $9.99 monthly pass in settings last week, but I was still billed today. Please verify my cancellation and refund this month's charge.",Billing & Refunds,Unauthorized Charge,0.87,Negative,False,,"Hello,

Thank you for reaching out to PocketToons Billing Support.

We have received your billing query. Our billing team is reviewing your transaction logs. If any discrepancies or unauthorized charges are identified, rest assured they will be immediately adjusted or refunded.

Thank you for your patience,
PocketToons Support Team",Billing & Refunds,,,,
TCK-1021,Unauthorized auto-renewal after cancellation,My credit card was charged $19.99 for coins I never purchased. I haven't opened the app in weeks. Please investigate this fraudulent charge and issue a full refund.,Billing & Refunds,Unauthorized Charge,0.95,Severe/Frustrated,True,Legal/Regulatory escalation trigger ('sue') | Category escalation trigger ('fraud') | Severe frustration on high-priority category,"[HUMAN AGENT DRAFT ONLY - DO NOT AUTO-SEND]
Reason for Escalation: Legal/Regulatory escalation trigger ('sue') | Category escalation trigger ('fraud') | Severe frustration on high-priority category

Hello,
Thank you for reaching out to PocketToons Support. Your request has been escalated to a senior support specialist for priority review. A team member will inspect your account details and follow up with you within 2-4 hours.

Best regards,
PocketToons Tier 2 Escalations Team",Billing & Refunds,,,,
TCK-1073,Purchased 1000 coins but balance is still 0,"I purchased the $14.99 coin pack 30 minutes ago via Apple Pay. Money was deducted from my account (Order #ORD-520172), but my in-app coin wallet still shows 0. Please credit my coins!",Content Access & Coins,Coins Not Credited,0.87,Neutral,False,,"Hello,

Thank you for bringing this to our attention! We apologize for the delay in crediting your purchased coins.

To immediately sync your coin wallet, please try the following steps:
1. Force-close the PocketToons app and re-open it.
2. Go to Profile > Account Settings and tap 'Sync Wallet Balance'.

Our system has also triggered a manual sync for your recent order. Your coin balance should reflect within 5-10 minutes. If your balance does not update, please send us your Store Receipt Number and we will manually credit your account.

Best regards,
PocketToons Content Team",Content Access & Coins,,,,
TCK-1133,Error downloading episode for offline listening,"I downloaded 20 episodes for my flight, but when I turned on Airplane Mode, the app says 'No internet connection' and won't play offline files. What's the point of offline mode?",Technical & Playback Bugs,Offline Download Failed,0.87,Negative,False,,"Hello,

Thank you for reporting this playback issue to PocketToons Engineering.

We recommend attempting the following troubleshooting steps:
1. Ensure your app is updated to the latest version in App Store / Play Store.
2. Go to Settings > Storage & Cache > Clear Cache.
3. Toggle Airplane Mode ON for 5 seconds and back OFF.

Our tech team has logged your device details for further diagnostics.

Best regards,
PocketToons Tech Support",Technical & Playback Bugs,,,,
TCK-1089,VIP membership inactive on my account,Paid $49.99 for yearly VIP membership. Order #ORD-227324. Still showing lock icons on exclusive episodes.,Content Access & Coins,VIP Membership Missing,0.41,Neutral,True,Low classifier confidence (0.41 < 0.60),"[HUMAN AGENT DRAFT ONLY - DO NOT AUTO-SEND]
Reason for Escalation: Low classifier confidence (0.41 < 0.60)

Hello,
Thank you for reaching out to PocketToons Support. Your request has been escalated to a senior support specialist for priority review. A team member will inspect your account details and follow up with you within 2-4 hours.

Best regards,
PocketToons Tier 2 Escalations Team",Content Access & Coins,,,,
TCK-1201,testing 123,Hi i bought the coins but not received it.,Content Access & Coins,Coins Not Credited,0.78,Neutral,False,,"Hello,

Thank you for bringing this to our attention!

We apologize for the delay in crediting your purchased None to your wallet under None for your transaction.

To immediately sync your coin wallet, please try the following steps:
1. Force-close the PocketToons app and re-open it.
2. Go to Profile > Account Settings and tap 'Sync Wallet Balance'.

Our system has also triggered a manual sync for your recent order. Your coin balance should reflect within 5-10 minutes. If your balance does not update, please reply directly to this email.

Best regards,
PocketToons Content Team",Content Access & Coins,"{'user_id': None, 'order_id': None, 'amount': None, 'series': None, 'device': None}",Derived from local hybrid ML & keyword mapping.,False,False
